time,open,high,low,close,Volume,Volume MA,Basis,Upper,Lower,Basis,Upper,Lower
1586476800,0.83885883,1.3134866,0.71170073,0.94618057,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1586563200,0.94618057,1.04518209,0.77462772,0.77462772,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1586649600,0.77462772,0.9501701,0.76683695,0.92660596,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1586736000,0.92660596,0.92660596,0.77621482,0.77621482,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1586822400,0.77621482,0.78866493,0.6312792,0.66062874,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1586908800,0.66062874,0.70257787,0.62153146,0.64512964,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1586995200,0.64512964,0.76443764,0.62550077,0.6843735,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1587081600,0.6843735,0.71649499,0.66143213,0.66561212,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1587168000,0.66561212,0.71155332,0.66098252,0.68333372,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1587254400,0.68333372,0.68333372,0.60598194,0.61575342,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1587340800,0.61575342,0.63874812,0.52552388,0.54402367,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1587427200,0.54402367,0.59569574,0.51233036,0.5855661,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1587513600,0.5855661,0.69967568,0.57159499,0.68730206,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1587600000,0.68730206,0.69160092,0.60345427,0.61624491,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1587686400,0.61624491,0.66159829,0.61624491,0.6302414,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1587772800,0.6302414,0.66386117,0.6229169,0.65114493,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1587859200,0.65114493,0.68691358,0.63207942,0.6404291,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1587945600,0.6404291,0.6570517,0.5752558,0.5780014,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1588032000,0.5780014,0.69181415,0.56885865,0.66440986,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1588118400,0.66440986,0.76676081,0.65865593,0.73940271,0,0,NaN,NaN,NaN,NaN,NaN,NaN
1588204800,0.73940271,0.79653194,0.70689575,0.71325601,0,0,NaN,NaN,NaN,NaN,NaN,NaN
1588291200,0.71325601,0.7339439,0.68727341,0.72306182,0,0,NaN,NaN,NaN,NaN,NaN,NaN
1588377600,0.72306182,0.74040186,0.70951737,0.71030768,0,0,NaN,NaN,NaN,NaN,NaN,NaN
